year,title,abstract,chars,category
2024,인공지능의 쟁점과 규범적 대응,"챗GPT를 필두로 한 디지털이 정치, 경제, 사회, 문화 등 모든 영역에서 혁신적 변화를 촉발하고 있다. 이른바 디지털 심화의 시대이다. 디지털 혁신은 인류에게 무한한 가능성과 혜택을 가져다주고 있지만, 인공지능(artificial intelligence, AI)의 법인격과 불법행위 책임, 일자리 변화, 생성물의 저작권 등 과거에 없던 다양한 쟁점들 또한 함께 유발하고 있다. 이러한 쟁점들은 이해관계가 복잡·다양하고, 명확한 규범체계가 부재해 쉽게 해소되기 어려운 특성이 있어, 새로운 규범체계의 정립을 통한 사회적 수용성 제고가 필요한 상황이다. 이 글은 실질적인 새로운 디지털 질서･규범체계를 정립을 위한 전제적 쟁점들(인공지능의 법인격과 불법행위 책임, 인공지능의 공정성과 윤리원칙‧평등원칙, 인공지능과 재판, 인공지능과 일자리, 인공지능과 저작권 등)의 검토와 헌법과 행정법적 검토를 통해 인공지능에 대한 규범적 대응을 하도록 한다. 규범적 대응에 있어 항상 명심해야 할 점은 “인공지능이 헌법과 기본권보다 우선할 수는 없다”는 것이다. 국가와 과학기술 간의 관계에 관하여 헌법은 “국가는 과학기술의 혁신과 정보 및 인력의 개발을 통하여 국민경제의 발전에 노력하여야 한다(제127조), 저작자･발명가･과학기술자의 권리는 법률로써 보호한다(제22조)”고 규정하여 국가가 직접 과학기술의 진흥을 위하여 적극적으로 계획하고 형성하면서, 일정한 방향으로 이끌어나가도록 헌법적으로 선언하고 있다. 이러한 헌법 규정과 관련지어 볼 때 과학기술정책의 수립과 이행은 민주복지국가로서의 대한민국에 주어진 중대한 의무라고 볼 수 있다. 민간 자율과 별개로 인공지능의 영향을 받는 국민의 안전과 기본권 보호를 위한 인공지능 기본법을 마련할 것을 촉구한다.",865,인공지능
2024,"인공지능 딜레마, 철학교육에서 다루기","인공지능을 이야기할 때 “딜레마”라는 표현은 자주 눈에 띈다. 자율주행차의 의사결정과 관련하여 철학에서 오래된 트롤리 딜레마가 논의되기도 하고, 인공지능 윤리의 한 가지 주요 개념과 관련하여서도 몇 가지 딜레마가 언급되기 때문이다. 이외에도 전직 구글 디자인 윤리학자이자 현재 <인간적인 기술 센터(The Center for Humane Technology)>의 공동창립자인 트리스탄 해리스(Tristan Harris)는 2020년 ≪소셜 딜레마(The Social Dilemma)≫라는 다큐멘터리 영화에 참여하였고, 2023년에는 ≪인공지능 딜레마(The A.I. Dilemma)≫라는 제목의 강연을 펼쳤는데, 그는 ‘딜레마’라는 표현을 또 다른 맥락에서 사용한다. 그런데 인공지능과 관련하여 “딜레마”라는 표현을 사용할 때, 그 맥락이 모두 같은 것은 아니다. 특히 인공지능 윤리와 관련된 수업을 할 때 “딜레마”라는 표현은 여러 개념과 얽혀서 등장한다. 본 논문에서는 인공지능과 관련하여 등장하는 딜레마를 세 가지 종류로 정리한 후, 다양한 종류의 인공지능 딜레마를 철학교육에서 왜 다루어야 하며 어떻게 다룰 수 있을지 고민해 보고자 한다. 또한 이러한 고민과 노력의 일부로서 인공지능 딜레마만으로 구성된 한 학기 커리큘럼을 제안해 보고 그 가능성과 한계도 이야기할 것이다.",660,인공지능
2024,AI(인공지능) 시대에 유교의 의미,"이 논문은 AI(인공지능) 시대에 유교의 의미를 짚어보면서 유교에서 강조하는 ‘인간다움’과 ‘사회성’의 의의를 짚어보려는 것이다. 먼저 ‘유(儒)와 유교(儒敎)란 무엇인가?’를 논의해보았다. 이어서 AI(인공지능)에 대하여 설명하였다. 마지막으로 ‘AI Confucianism’과 AI 시대에 생각하는 ‘인간다움’과 ‘사회성’을 살펴보았다. 유교는 동양의 오랜 역사를 통해 현재 우리의 사회성과 문화의 전변이 되는 암묵지로서 비인지능력과 사회정동적 스킬을 길러왔다. 유교는 궁극적으로 ‘인간(=사람)다움’을 지키려고 했다. AI는 앞으로 이러한 동양사회에 접합되어 서양과 다른 발전과 전개의 양상을 보일 수 있다. 나이를 존중하고 따지는 유교는 시간 속의 몸을 존중하기에 경험과 나이 듦을 존중한다. 생로병사의 평범한 삶 속의 생명으로서, 유한한 생로병사를 겪는 인간을 긍정하고, 그래서 불완전하고 결함을 지닌 그대로의 존재를 받아들인다. 어릴 적부터 몸에 기반한 마음, 그리고 심신을 둘러싼 환경과의 관계를 교육하고자 했다. 사람이 이 세상에 태어나서 사람과 어울려 살며 사람 ‘사이’에서 사람답게 사는 공부에 치중하였다. 결국 이것은 ‘인간관계’ 속에서 묻게 되는 ‘인간다움’과 ‘사회성’의 문제였다. 이 문제를 다시 묻고, 회상해본 것이다.",641,인공지능
2024,인공지능 시대의 저널리즘 원칙 - 언론 관련 판결과 인공지능 가이드라인 분석을 중심으로 -,"챗GPT를 필두로 하는 생성형 인공지능의 등장은 저널리즘 관행과 언론 환경에 커다란 변혁을 초래하고 있다. 언론의 주된 업무는 문장과 이미지, 동영상 등 콘텐츠 생성이다. 더욱 빠르고 능숙하게 콘텐츠를 만들어내는 생성형 인공지능 기술은 언론 생태계를 뒤흔들 수 있다는 우려와 함께 인공지능이 저널리즘 업무 개선에 도움이 되리라는 기대감도 공존하고 있다. 이러한 상황에서 결국 언론이 되짚어보고 의지해야 할 것은 저널리즘 원칙과 언론윤리이다. 저널리즘이 본질을 잃지 않기 위해서는 기본으로 돌아가서 언론의 역할과 기능, 한계에 대한 고찰이 필요하기 때문이다. 이 연구는 저널리즘 원칙을 되짚어보고, 저널리즘 원칙과 윤리를 구현하는 사법부의 판단을 분석하였다. 언론 관련 국내 판결을 수집하여 살펴본 결과, 저널리즘 원칙에서 강조되는 감시견 기능과 사실 확인 역할은 법원의 언론 관련 판결에서도 중요하게 작동하고 있었다. 즉, 언론의 감시견 기능은 공인에 대한 위법성 조각사유로서 법해석을 통해 강조되고 있었으며, 기자가 사실 확인 역할을 충실히 수행했을 때 위법성이 조각되어 언론 자유를 보장받을 수 있었다. 또한 인터넷 언론 자유에 관한 판결에 비추어볼 때 언론이 인공지능 기술을 활용한다고 하여 언론 자유에 대한 보장과 한계가 본질적으로 바뀌지도 않을 것이다. 특히 인공지능 영역에서는 법을 통한 규제뿐만 아니라 자율규제도 중요하다. 입법을 통해 빠른 기술변화를 따라잡기에는 한계가 있기에 유연한 규제로서의 자율규제 필요성이 점차 커지고 있다. 이러한 맥락에서 이 연구는 자율규제 일환으로 해외에서 발표된 22개의 언론 관련 인공지능 가이드라인과 국내에서 발표된 3개의 언론 인공지능 가이드라인을 수집하여 분석했다. 그 결과, 언론의 인공지능 가이드라인들은 각각 명칭과 내용, 분량 측면에서 차이가 있었지만 주요내용으로 (1) 민주주의와 저널리즘 원칙 보호, (2) 생성형 인공지능 활용범위 제시, (3) 인간의 감독과 사실 확인, (4) 투명성과 라벨링 표시 의무, (5) 타인의 창작물 보호, (6) 공정성과 비편향성, (7) 데이터와 영업비밀 보호 등을 담고 있었다. 그러나 언론의 인공지능 준칙과 가이드라인은 그 내용과 제정과정에서 여러 한계도 있었다. 이 연구는 인공지능 가이드라인의 향후 개선방향을 제시하여 인공지능 시대에도 언론이 민주주의 제도의 필수불가결한 요소로서 작동할 것을 강조했다.",1178,인공지능
2024,인공지능의 민사책임에 대한 소고,"최근의 인공지능 기술의 발달은 그 속도나 규모의 면에서 인류사의 어느 시기보다 가장 빠른 변화를 가져오고 있다. 기술의 발달로 데이터베이스를 통하여 생성된 자료를 통한 훈련으로 의료용 인공지능의 한계가 극복되는 등, 2012년에 합성곱 신경망 (CNN)으로 이미지처리에 대한 딥러닝이 본격화 된 이래 인공지능 기술은 눈부시게 발달해 왔다. 최근의 로봇의 자연어 처리 발전에 고급자연어처리(Natural Language Processing, 이하 ‘NLP’)를 통하여 인공지능의 활용이 가속화 되고 있다. 이러한 NLP의 활용은 언어가 아무리 복잡하더라도 기계가 데이터를 식별하고 이해할 수 있게 되어 더욱 빠르고 정확한 생성형 인공지능의 발달의 초석이 되었다. 그렇다면 발달의 속도를 멈추지 않는 인공지능, 생성형 인공지능이 활용되는 시대에 인공지능의 활용으로 발생한 손해에 대해서는 인공지능이 가진 생래적인 특성인 예측불가능성과 불투명성을 시작으로 블랙박스 효과등의 특성을 고려하여 우리 민법의 책임원리에 인공지능의 민사책임을 대입해 보았다. 그러기 위해서는 먼저, 인공지능으로 인한 불법행위책임을 논의함에 있어서 인공지능의 기술 발달 단계를 고려한 법적 책임을 판단해 보고 ‘약한 인공지능’이라 하더라도 인공지능 개발자에 의하여 창조된, “지배 가능한 위험(Gefahr)에 해당” 될 수 있으며, 모든 유형은 아니더라도 일부에는 무과실책임인 위험책임의 적용 가능성이 있음을 살펴 보았다. 아울러, 인공지능에 적용가능한 민사책임을 과실책임과 무과실책임으로 나누어 검토하면서, 비교법적으로는 EU의 흐름도 살펴보았다. 그러나 무과실책임에 있어서 제조물책임법을 논의하면서 기존의 제조물책임법의 한계점을 극복하기 위한 대표적 사례로서 생성형 인공지능 기술을 활용한 의약품 제조에 위험책임을 적용할 수 없는지 그 가능성과 시사점을 살펴 보았다. 인류는 현재 가장 빠른 기술의 발달 시대와 폭발하는 빅 데이터의 시대에 살고 있으며 기술의 발달로 인하여 인류는 많은 이익을 누릴 수 있게 되었다. 기술의 발전에 따라서 사용자의 편의가 개선되고 막대한 부가 창출되는 만큼, 민사책임 영역에서의 위험책임의 의미가 더욱 의미를 가질 수 있다. 생성형 인공지능은 이미 신약개발에 소요되는 비용과 시간을 혁신적으로 줄여주어 제약회사에는 막대한 이윤을 주는 반면, 기존의 제조물책임법을 적용하더라도 설계상의 결함에 대하여 합리적인 대체가능성에 대한 면책가능성이 있어 피해자의 손해를 적절히 구제하기 어렵다. 생성형 인공지능의 시대, 의약품 제조라는 사례를 상정하여 보다 강화된 위험책임의 적용가능성을 고찰해 보았다.",1285,인공지능
2024,인공지능 증거의 심리방법,"The era of artificial intelligence has arrived, sparking discussions on how AI can be utilized in litigation processes. However, there has been relatively little discussion about how to evaluate and examine evidence generated by AI when it is submitted in court. This paper begins by examining how different jurisdictions address the admissibility and weight of evidence, as a foundation for studying the examination of AI-generated evidence. It argues that rejecting AI evidence at the admissibility stage is unreasonable. Furthermore, after considering the unique characteristics of AI-generated evidence, this paper explores the possibility of subjecting such evidence to cross-examination. Following a discussion of the Daubert standard, which applies to general scientific evidence, the paper focuses on and analyzes key issues—such as error rates, data size, and the “black box” nature of AI—that may arise when applying the standard to AI evidence.",955,인공지능
2024,생성형 인공지능 챗봇을 활용한 수학과 인공지능 융합 수업 모형 개발,"인공지능의 교육적 활용을 넘어 미래인재의 창의적 문제해결역량 향상을 위한 인공지능 융합 교육의 필요성이 강조되고 있다. 하지만 교과-인공지능 융합 수업의 사례와 전략에 대한 연구는 여전히 충분하지 않다. 이에 본 연구는 수학 교과에서 생성형 인공지능을 활용한 인공지능 융합 교육의 가능성을 탐색하고 이를 수업 모형의 형태로 개발하였다. 이를 위해 설계개발연구 방법론에 따라서 문헌 고찰 및 교사 인터뷰를 통해 초기모형을 개발하고, 인공지능 기반 수학교육 전문가 4인을 대상으로 2회의 전문가 타당화를 통해 수업 모형을 수정․보완하였다. 이에 따른 최종 수업 모형의 외적 타당성 확보를 위해 수원의 S 고등학교 1학년 8개 반 총 204명을 대상으로 모형을 적용하여 수업을 실행하고 설문 및 면담을 실시하였다. 연구결과, 학습자의 인공지능 리터러시 수준과 수학적 문제해결력에서 유의한 변화가 관찰되었으며, 학습자의 긍정적 반응이 확인되었다. 본 연구를 통해 수학과 인공지능 융합 수업의 특징, 생성형 인공지능의 AI 융합 교육 활용 가능성 및 한계, 교원의 인공지능 융합 교육역량의 중요성에 대한 시사점이 제시되었다.",568,인공지능
2024,생성형 인공지능 활용 교육프로그램을 통한 예비교사들의 인공지능에 대한 인식 변화,"연구목적 이 연구에서는 인공지능을 활용하는 교육프로그램을 통한 예비교사들의 인공지능에 대한 인식변화와 인공지능 활용 수업에서 나타나는 특징을 알아보고자 하였다. 연구방법 연구자들은 예비교사들이 생성형 인공지능을 사용하고, 인공지능을 활용하는 수업을 설계하고 실습을 통해 구현해 볼 수 있는 기회를 제공하는 교육프로그램을 개발하여, 충청북도에 있는 교사양성대학에서 개설된 ‘화학교재연구’ 강좌를 수강하는 예비교사 17명을 대상으로 투입해 교육적 효과를 알아보았다. ‘인공지능의 접근성’과 ‘인공지능과 인간의 유사성’의 2개 유목에 해당하는 14개 문항을 사전⋅사후 설문으로 투입하고, 설문 결과에 대한 예비교사들의 인터뷰 자료를 근거로 하여 예비교사들의 인공지능에 대한 인식 변화를 알아보았다. 연구결과 연구 결과, 본 연구에서 개발한 교육프로그램을 통해 예비교사들은 인공지능은 누구나 사용할 수 있고, 안전하며, 인공지능이 인간의 직무를 대체할 수 없고, 인공지능은 인간의 입력을 통해 학습한다는 인식 변화를 보이는 등 전반적으로 교육적 효과를 나타내었다. 그러나 인공지능을 유료 구독해야 한다는 점에서 재정적 부담을 느끼는 것으로 나타났으며, 인공지능이 인간처럼 문제를 해결할 수 있다는 사고를변화시키는 데에는 한계가 있었다. 결론 앞으로 예비교사들의 인공지능에 대한 인식을 변화시키고, 학교 현장에서 생성형 인공지능 활용수업을 적극적으로 실행하기 위해서는 인공지능 프로그램을 활용할 때 학교에서 재정적으로 지원을 하거나, 인공지능의 작동 원리와 인간의 차이를 인식하도록 하는 등 보다 부분적으로 효과가 나타나지 않는 내용에 대한 보다 정교화된 예비교사 교육프로그램의 개발이 필요하다.",832,인공지능
2024,중국의 인공지능정책 확산에 미치는 영향 요인- ‘차세대 인공지능 발전계획’ 확산 사례를 중심으로 -,"중국 인공지능정책 확산에 영향을 미치는 요인을 규명하기 위하여 30개 성(시)를 대상으로 2017년부터 2022년까지 ‘차세대 인공지능 발전계획’ 정책을 이용하여 실증 연구를 하였다. Berry & Berry(1990)의 통합모형을 이용하여 종속변수인 정책채택 여부와 9개의 독립변수를 정하여 이산시간 사건사 분석법으로 연구하였다. 분석 결과는 아래와 같다. 첫째, 정책확산의 시간적 분포는 ‘R’자 확산을 보이고, 공간적으로는 동부지역에서 중·서부 지역으로 확산하였다. 둘째, 로짓 회귀분석 결과 전반적으로 외부확산 요인보다 내부결정 요인의 영향력이 높았다. 외부확산 요인에서는 수직적 영향은 나타나고 수평적 영향은 나타나지 않았다. 내부결정 요인에서는 지도자 성향의 영향력이 가장 높았고 재정자립률, 소득수준, 정보화 수준 등 경제·사회적 변수가 확산에 영향을 미치는 것으로 나타났다. 셋째, 중국을 4대 지역으로 구분하여 확산유형을 보면 동부지역을 기준으로 동북, 중부, 서부지역 순으로 영향력이 낮게 나타났으며 이는 중국의 경제 발전의 지역 전략과 관련이 있다. 본 연구에서는 서구사회와는 다른 요인과 확산 특징을 가진 중국 인공지능정책의 확산을 살펴보았으며, 본 연구의 결과는 미국 중심의 국내 인공지능산업 정책에서 중국과의 전략적 협력을 위한 새로운 정책 수립에 시사점을 제공할 것이다.",670,인공지능
2024,비자연적 커뮤니케이션 도구로서 인공지능,"이 논문은 인간 커뮤니케이션의 비자연적임에 대한 고찰을 목적으로 한다. 인간의 커뮤니케이션은 ‘자극에 대한 정확한 되먹임(feedback)’이라는 관점에서 볼 때, 식물의 경우와는 다른 양상을 보인다. 식물의 되먹임이 빛에 대한 자연적 반응인 것과 달리 인간의 커뮤니케이션에 있어 되먹임 과정은 학습의 결과로 나타난다. 이러한 이유로 인간은 커뮤니케이션을 위해 도구를 필요로 하며, 창(window)이 바로 대표적 도구이다. 전통적 창은 유·무형의 프레임을 전제하며 이러한 프레임은 인간의 의식에 간섭하며 커뮤니케이션에 영향을 미친다. 의식된 세계는 모두 정보라 할 수 있으며, 이러한 정보는 커뮤니케이션의 조건이 되기 때문이다. 그러나 전통적 창의 프레임은 인간의 의식의 조건이기도 하지만, 동시에 방해물이 되기도 한다. 이러한 문제를 해결하기 위해 인간은 선험적(transzendental) 기술을 적용한 기술적 창을 개발하였다. 기술적 창은 전통적 창의 프레임으로 인해 볼 수 없었던 세계를 볼 수 있게 만들었지만, 인간을 환각에 빠져들게 했다. 기술적 창의 환각에 빠진 인간은 이것을 창으로서가 아니라, 세계 자체로 신뢰하게 되었으며, 더 이상 커뮤니케이션의 주체로서가 아니라, 수단으로서 커뮤니케이션에 참여하고 있다.",630,인공지능
2024,인공지능과 기술적 무역장벽 규범,"이 글은 인공지능과 관련하여 예상되는 기술적 무역장벽의 유형과 이에 적용가능한국제무역규범, 그리고 그 적용상의 문제점에 대해 고찰한다. 인공지능은 상품의 형태로제공되기도 하고 서비스의 형태로 제공되기도 한다. 따라서 상품무역에 관한 협정뿐만아니라 서비스무역에 관한 협정도 적용 여지가 있다. 다만 서비스 TBT에 대한 논의가초보적이므로 상품무역에 적용되는 TBT협정을 중심으로 논의를 진행한다. 각국이 인공지능 관련 표준의 제정에 나서고 있는데, 만약 다른 국가의 표준 제정이가져오는 상대적 불이익에서 벗어나려는 방어적 조치로 국가표준을 제정한다면 죄수의역설과 같이 전체 공동체 차원에서는 바람직하지 않은 결과를 가져올 수 있다. 따라서, 인공지능이 범세계적으로 제공되는 상품과 서비스의 핵심적 속성이 되는 현실에서 각국이 개별적으로 인공지능 관련 표준을 설정하기보다는 국제적인 표준이 조기에 채택될수 있도록 모든 국가가 협력하여야 한다. 인공지능과 관련한 민감한 통상 갈등을 해결하기에는 기존의 안보예외 규정은 너무투박해 보인다. 단기적으로는 민간 중심으로 채택되는 기술표준에 기반하여 각국이 상호조화로운 기술규정을 채택하면서 갈등의 소지를 줄여나가는 방향으로 협력할 것이 요청된다. 장기적으로는 안보, 안전, 보안의 개념이 분화하는 방향으로 조약의 규정이 진화할필요가 있다.",659,인공지능
2024,범죄심리와 인공지능(AI): 위험요인과 시사점,"범죄심리 영역에서 인공지능(AI)은 범죄예방, 수사 및 범죄자 재활 프로그램의 개선을 위한 광범위한 데이터에 기반한 정보 를 제공하고 분석해 줌으로서 범죄대응을 위한 효과적인 기술개발과 응용에 큰 영향을 미칠 수 있는 잠재력이 있다. 이 연구에 서는 범죄심리 영역에서 인공지능(AI)의 활용에 대해서 살펴본 후, 인공지능(AI)의 위험요인을 분석하고 이에 대한 시사점을 논의하였다. 이 연구를 위해서 관련 학술연구결과 및 연구보고서, 그리고 최근 언론보도자료의 분석을 통한 문헌연구방법으로 수행되었다. 연구결과, 범죄심리 영역에서 인공지능(AI)의 위험요인으로는 1) 편견과 차별(인공지능 알고리즘의 편향성), 2) 투 명성과 정확성의 부족(블랙박스 효과), 3) 윤리적 우려, 4) 인공지능(AI)에 대한 과도한 의존, 5) 데이터 프라이버시 및 보안 침해, 6) 잘못된 판단에 대한 책임 및 의무 소재의 불분명, 7) 인간 심리평가의 불완전성, 8) 인공지능(AI) 시스템의 조작 및 오용, 9) 형사사법에서 인간적 요소의 상실을 확인했다. 이에 대한 시사점으로 범죄행동을 프로파일링하거나 예측하는데 사용되 는 인공지능(AI) 기반 예측 시스템은 본질적으로 결함이 있거나 지나치게 결정적일 수 있음을 지적했다. 또한 인공지능(AI) 알 고리즘의 편향성, 개인 정보 보호 권리, 예측적 경찰활동에의 오용 가능성 등의 윤리적 문제가 발생한다. 따라서 인공지능(AI) 시스템 운용의 공정성과 투명성을 보장해야 한다. 인공지능(AI) 시스템 운용의 공정성 확보를 위해서 편견의 배제, 윤리성 제고, 그리고 투명성 확보를 위해서 엄격한 감독, 지속적인 평가, 전문가의 참여가 요구된다. 형사정책 책임자, 범죄심리학/경찰학자, 과학기술자는 범죄심리 영역에서 인공지능(AI) 기술의 이용을 위해서 인간의 판단, 책임, 그리고 윤리적 기준을 균형있게 조절 하기 위한 체계적인 시스템을 구축해 나갈 필요가 있다. 끝으로 이 연구의 학술적·정책적 의의와 함께 연구의 한계에 대해서 논 의하였다.",996,인공지능
2024,정보시스템 컨설팅에서 인공지능 활용 방안,"정보시스템 컨설팅은 조직의 목표와 전략을 효과적으로 지원하기 위해 정보기술 및 정보시스템을 분석, 설계, 개선, 도입, 운영하는데 필요한 전문적인 서비스를 제공하는 활동으로, 조직의 IT 및 정보시스템을 체계적이고 전략적으로 발전시키기 위한 필수적인 과정이다. 조직의 정보화를 위한 사업은 크게 기획 단계, 구현 단계, 운영 단계로 구분되며, 기획 단계에서는 주로 IT 컨설팅 및 정보시스템 컨설팅 사업이 수행된다. 세부적으로 이 컨설팅 사업의 유형에는 정보화 전략계획, 정보화 전략계획 및 업무 재설계, 전사적 아키텍처, 정보시스템 마스터플랜, 정보보안 컨설팅과 같은 사업이 포함된다. 정보화 전략계획은 조직이나 기관 운영에 필수적인 정보시스템과 IT 자원을 효과적으로 활용하여 목표를 달성하기 위한 것이고 정보시스템 마스트플랜은 정보화 전략계획에서 도출된 목표와 방향성을 구체적으로 실행하기 위한 정보시스템 구축 및 운영 계획을 수립하는 것으로 조직이 경쟁력을 유지하고 지속적으로 성장하기 위해 반드시 필요하다. 본 연구에서는 정보화 전략계획 수립과 정보시스템 마스트플랜 수립을 위한 정보시스템 컨설팅에서 인공지능의 활용 방안을 제안하고자 한다. 세부적으로 정보화 전략계획과 정보시스템 마스트플랜 수립 과정의 단계별로 수행하는 활동에서 인공지능을 효과적으로 활용할 수 있는 구체적인 방법을 제시하고, 이를 통해 인공지능이 어떻게 정보시스템 컨설팅에서 활용될 수 있는지를 탐구함으로써 새로운 방식의 정보시스템 컨설팅의 가능성을 모색하고자 한다.",753,인공지능
2024,보편적 학습 설계를 위한 인공지능: 생성형 인공지능과 리터러시 교육의 상상력,"This exploratory study presents “AI for Universal Design for Learning (UDL)” as a core principle in defining the role of artificial intelligence in education. It argues that generative AI should be regarded as a stepping stone and an opportunity to enact a completely different vision of education rather than merely a means to achieve existing standardized educational goals. To this end, the study (1) critiques the AI-related discussions centered on productivity, efficiency, and economic utility, which reinforce the normativity regime shaped by sociotechnical acceleration; (2) examines how AI can support and enhance the guidelines of UDL in literacy education; and (3) delineates the role and limitations of “AI for UDL” and discusses the accompanying principles of “mutual embodiment for learning (MEL)” and “critical meta- literacy” as necessary for effecting transformative change. Through this line of work, the study aims to establish a conceptual framework for pursuing changes in educational practices in light of the rise of generative AI and seek to broaden the horizons of critical, creative, and relational literacy education.",1144,인공지능
2024,연구윤리에서 인공지능 관련 이슈와 동향,"인공지능(artificial intelligence, AI) 기술이 산업 전반으로 빠르게 확산되고 있다. AI를 활용하게 되면서 생기는 윤리적 이슈에 대한 관심도 높아지고 있다. 특히 건강과 생명을 주제로 연구하는 보건의료 분야에서 AI와 관련된 윤리적 이슈는 중요한 주제이다. 연구하고 출판하는 과정에서 AI 도구를 이용하였을 때 주의해야 할 연구윤리적 쟁점을 살펴보고자 한다. 연구 과정에서 AI tool을 사용하여 번역하거나 인용하고 문장을 수정하는 과정에서 연구자가 의도하지 않은 표절이 생길 수 있어 주의가 필요하다. 현재 AI에게는 저작권이 부여되지 않기 때문에 AI 도구를 사용하여 생기는 연구윤리적 문제는 저자가 책임질 수밖에 없다. 연구자는 AI 도구를 활용하였을 경우 어떤 도구를 어떻게 활용했는지를 연구논문에 명시하도록 권고된다. 연구 과정에서 AI 도구로 인한 연구윤리 쟁점 사례가 축적되어 가면 다양한 지침들이 정비될 것으로 예상된다. 연구자는 연구 출판 과정에서 AI 도구의 사용과 관련된 국제적인 합의와 지침 동향에 대해 지속적으로 관심을 가져야 한다.",548,인공지능
2024,특수교사의 인공지능교육 관심도 분석,"목적 본 연구는 특수교육에서 인공지능교육(이하 AI교육)의 도입에 있어 특수교사의 AI교육에 대한 관심도를 알아보고, 이를 통해AI교육을 특수교육 현장에 효과적으로 적용하기 위한 시사점을 도출하고자 하였다. 방법 특수교사의 AI교육 관심도를 파악하기 위해 현직 특수교사 237명을 대상으로 Stages of Concern Questionnaire(SoCQ) 검사도구를 사용하여 온라인 방식으로 조사를 실시하였다. 자료처리는 빈도와 비율을 통해 연구대상의 일반적 특성 및 SoCQ 하위단계별 강도 백분위 점수를 알아보았고, 특수교사의 배경변인별 AI교육 관심도 차이를 비교하기 위해 t-test 및 분산분석(ANOVA) 을 실시하였다. 결과 연구의 결과는 다음과 같다. 첫째, 특수교사의 AI교육에 대한 관심도는 높았고 AI교육 관심 프로파일 유형은 비사용자(Nonuser) 프로파일과 유사하였다. 둘째, 성별과 근무기관에 따른 AI교육의 관심도는 통계적으로 유의한 차이가 없었으며, 학생의장애유형에서는 3단계(운영)를 제외한 모든 단계에서 감각 및 지체장애 학생을 지도하는 교사의 관심도가 높았고 유의차가 나타났다. 셋째, 교직경력에서는 교직경력이 높을수록 AI교육에 대한 관심도가 높게 나타났고, 학력에서도 학력이 높을수록 AI교육 관심도가 높았으며, 교직경력과 학력에서 모두 유의한 차이가 있었다. 넷째, SW교육 관련 연수시간 및 AI교육 관련 연수시간에서는 SW 교육과 AI교육 모두 연수시간이 많을수록 관심도가 높았다. 다섯째, SW교육 지도역량에서는 SW교육 지도역량이 높을수록 AI교육 관심도가 높았고, AI교육 지지도에서는 AI교육 지지가 높을수록 관심도도 높았다. 결론 이러한 결과에 따라 특수교사의 AI교육에 대한 관심도를 높이기 위한 방안으로 특수교육에서 AI교육이 효과적임을 특수교사에게 홍보하고, 장애유형에 따른 AI교육 방법과 교수학습 자료 등을 충분히 제공할 필요가 있다. 그리고 특수교사가 AI교육 관련역량을 함양할 수 있도록 연수과정 신설 및 전문가 협업기회 제공 등의 국가차원의 정책적 지원이 필요하다.",1027,인공지능
