year,title,abstract,chars
2024,Exploring the Gender Gap in Reading Literacy: A Case Study of Cambodia’s PISA for Development,"The objective of this study is to explore the gender disparities highlighted in the PISA for Development results, particularly focusing on the reading literacy challenges faced by Cambodian boys. This study seeks to understand the contextual factors and unique challenges underpinning this trend, set against Cambodia's evolving educational landscape.
While prior research has largely centered on gender disparities in education with an inclination towards the challenges faced by girls, especially in male-dominant society as Cambodia, this study reviews the growing issues of boys' academic underperformance.
Using the PISA-D dataset, the study conducts a quantitative analysis of the academic outcomes of 15-year-old students enrolled in Cambodian schools. Employing a two-step approach, the study first undertakes a series of t-test to determine the significant differences in the educational context of boys and girls, and then conducts mediation analysis to evaluate the impact of the different context on reading performance.
According to the PISA-D sample of the 15-year-olds who were already enrolled in schools, Cambodian girls significantly receive more concentrated engagements from their parents than boys, contrary to prevailing perceptions. Also, while household chores have traditionally been a focal point for girls, Cambodian boys also are faced with familial obligations related to out-of-home labors. Attitude to schooling did not show significant difference for boys and girls. These accumulated differences contribute, in part, to the comparatively lower reading literacy performance.
The findings underscore the intricate dynamics of gender within Cambodian education. They hint at an urgent need for educational reforms that encompass the distinct challenges faced by both genders. Moreover, with the evolution of socio-cultural norms and the recognition of boys' academic struggles, strategies to address these newfound challenges must be identified to ensure an equitable academic landscape.",2017
2024,A study of metaverse platform exhibition performances using realistic content,"코로나 사태 이후 공연예술계는 ‘초지능화’와 ‘초연결성’의 특징으로 대표되는 메타버스에 주목하기 시작했다. 직접 만나서 소통할 수 없는 비대면적 상황은 현실세계와 가상공간을 연결해주는 메타버스 플랫폼 전시 공연 활성화에 큰 영향을 끼쳤다. 코로나 사태가 끝난 이후에도공연예술계는 다양하고 실험적인 온-오프라인 공연의 형태로 해당 기술을 활용한 다양한 프로젝트 전시들을 선보이고 있다. 이처럼 실감 콘텐츠와 가상현실을 접목한 VR, XR 기술들은 빠르게 실감 콘텐츠와 전시공연분야에 접목되며 실험적이고 다양한 공연과 전시를 선보이고 있다. 메타버스 플랫폼을 활용한 전시와 공연들이 관객들이 어떠한 방식으로 다가가고 있는지실감 콘텐츠 공연사례들을 분석하고, 가상현실이 일상화되고 있는 요즘, 전시와 공연 예술 분야의 변화의 방향을 살펴본다.",412
2024,Membrane Based Removal of Antibiotics from Wastewater: A Review,"Antibiotics is one of the emerging pollutants found in various water sources as well as wastewater due to its excessive use. Different techniques are available for treating antibiotics contaminants in water such as advanced oxidation process and biological treatment etc. These two processes are ineffective, and the generation of side products makes this process more complicated. Membrane technology is another alternative for the removal of contaminants. To improve the removal of antibiotics and their resistant gene, membrane bioreactors are modified with NaClO and carbon materials. The generation of abundant reactive species is active against the antibiotic's resistant genes.",684
2024,English Pre-service Teachers' Perceptions of Using ChatGPT in Course Assignments,"Since the introduction of generative AI, teacher education programs have been interested in utilizing ChatGPT in the curriculum. As such, this study explored English pre-service teachers' perceptions of using ChatGPT in course assignments. The online survey was conducted with 75 English pre-service teachers (PSTs) in a college. The study results showed that over half of PSTs recognized ChatGPT as a useful tool for saving writing time and working on their assignments efficiently. In addition, ChatGPT was primarily used for idea generation and information gathering in the pre-writing phase and for editing and grammar checking in post-writing phase. However, English PSTs raised concerns regarding the information quality, sources, and reliability. Their prior experience of using ChatGPT influenced their future utilization. Therefore, it is recommended that course assignments be designed to use ChatGPT and that clear guidelines be provided in teacher education programs.",979
2024,장수將帥의 역할과 덕목 ―《손자병법》을 중심으로,"The purpose of this article is to understand the role and virtue of the commander in ""The Art of War"". Sun Tzu(孫子) saw the war as a serious matter of life and death of the people and the survival of the nation. Sun Tzu maintained a very cautious stance on the war based on the principle of stabilizing the country and preserving the army. Sun Tzu thought that making the enemy surrender by allies’ tactic without fighting was the best way and a complete victory in the war. To do this, it is necessary to lay the foundations for winning in everyday life and to create conditions to win during wartime. It is the commander who plays this role. The commander must have the virtues of wise, trust, affection, courage, and dignity. The commander must know all the knowledge about the military affairs as well as the operation in depth, to be trusted by the soldiers, to love the soldiers, and to have the courage and dignity to judge them objectively. These virtues must be exercised in a natural and timely manner so that the subordinates will sincerely obey and fight with desperate determination.",1095
2024,Comparative Study on the Part-time Job UI/UX Design Patterns in French and South Korean Applications,"This study aims to provide UI design patterns related to accessibility and navigation to South Korean designers who intend to produce designs for French expatriates. We compare and evaluate the accessibility and navigation of French and South Korean UI design patterns, and we propose three sample designs: French, Korean, and Global UI Design. These samples are compared based on the Morville honeycomb model and tested via tasks and surveys. French participants perform tasks such as searching for jobs, applying for part-time jobs, and managing resumes. The results of surveys and interviews reveal that French participants prefer designs with a single interface, categorization and sub-menus, illustrations and icons, a homepage with suggestions, and cheerful colors. The results of this study show that understanding how French cultural preference influences UI design is essential for creating user-friendly interfaces for French expatriates in South Korea.",963
2024,Responses of U.S. Public Universities to Declining College Enrollment,"[Purpose] This study aims to examine the current trends in declining college enrollment in the U.S. and explore how higher education institutions have responded, with a goal of deriving policy implications.
[Methods] This study employed a multiple case study approach and document analysis to examine four U.S. state universities currently experiencing enrollment declines.
[Results] Similar to other countries, the U.S. has experienced college enrollment declines, leading to budget shortfalls. The universities in this study have reviewed and downsized their academic programs and are considering mergers and new recruitment strategies. However, their responses vary depending on each university's unique context and background.
[Conclusion] The findings underscore the importance of predicting and managing enrollment, highlighting the need to strengthen the role of Institutional Research centers and expand their responsibilities. Additionally, it is worth considering the importance of university autonomy in adjusting strategies to their unique contexts to address enrollment challenges effectively.",1106
2024,The Effect of Corporate Prosecutions on Corporate Financial Policy in U.S. Firms,"I investigate the impact of corporate prosecutions on firm risk and corporate financial policy. Using a unique dataset from Corporate Prosecution Registry compiled by Duke University School of Law and Legal Data Lab at the University Virginia, I find that the prosecuted U.S. firms exhibit negative buy-and-hold stock returns and high turnover ratios in the stock market, using univariate tests. Moreover, I implement a difference-in-differences model, and find that the risk associated with the prosecuted firms in the stock market significantly increases after the prosecutions. Consequently, those firms are likely to hold more cash following the prosecutions, and even decrease their capital investments and mergers and acquisitions when they are imposed heavy regulatory fines.",782
2024,Career and Life Development of a Gifted Student in Poverty: A Qualitative Longitudinal Case Study,"This research is a qualitative study of Semi (alias), a gifted Korean male high school student living in urban poverty. Interviews with Semi 6 times for three years, 60 minutes per interview, were analyzed as a part of a longitudinal qualitative study. Semi had been overwhelmed by the harsh environment and unable to move forward. Semi was the only gifted among participants with the highest IQ (in the gifted range with Korea Wechsler Adult Intelligence Scale-Ⅳ at age 17). Although he had the highest intellectual ability among the participants, he did not have confidence in himself. And he did not achieve anything at all when he graduated high school. He spent another year to prepare the college entrance exam, but he failed and left the research for good. The qualitative data were analyed into six themes (neglected childhood, intimate, but worried father, housing instability, helpful teacher, frustrated dream of astronomer, lack of motivation to escape poverty). Among them a representative example of Semi's poor environment is housing instability and Semi's disadvantage is also revealed in that he did not meet an adult who could be a role model for life. The implications and suggestions for future research in career education and counseling were discussed.",1274
2024,A Survey on Efficient Resource Allocation Methods in Integrated Sensing and Communication,"With the explosive increase in the number of devices intervening in wireless networks in recent years, the shortage of radio spectrum resources has become a critical concern. Radar sensing and wireless communication, as two essential radio applications, are both technologies that utilize the transmission and reception of radio waves. Integrated Sensing and Communications (ISAC) enables the two machines sharing infrastructure and spectrum so that the interaction between the two functions can realize better quality of service while efficiently conserving spectrum resources. Since the technical details and the utilization of radar and communication are different, the implementation of ISAC concerns the sharing of spectrum resources but and the deep integration of hardware, software, and signal-processing technologies. The detailed signal layer integration depends on the several key technologies, including waveform design, signal processing, and resource allocation. How to effectively utilize limited resources to achieve ideal sensing and communication quality of service is a significant issue. In this paper, we will focus on the relevant research and development of resource allocation optimization for ISAC.",1223
2024,中国学界关于韩半岛的研究现状-以政治、外交、安全领域为中心分析-,"韩半岛作为中国重要的周边地区之一, 具有独特且重要的地缘政治意义。它既是营造中国 安全稳定区域环境的关键因素, 也是中国学术界在东北亚区域研究中长期聚焦的热点问题。 韩半岛安全局势的走向及其统一前景始终受到国内外相关领域学者的密切关注。中国政府 也一贯强调不愿意看到在韩半岛上发生军事冲突或战争, 期望韩半岛局势走向缓和。但近年 来, 在中美战略竞争加剧的背景下, 韩中关系也面临着新的挑战。因此两国学界更需要为加 深相互理解和寻找共同利益而进行更加活跃且深入的交流和合作。而韩国学界最近十年有 关分析中国学界的韩半岛外交安全问题研究现状的总结性文章并不多见, 因此笔者着重考察 近十年来中国对韩半岛问题研究中关于国际政治外交安全的内容, 弥补专项性研究的不足。 为了加强韩中两国学界相互了解, 本文采用文献分析法, 筛取 ≪中国知网≫上从2013年 至2023年期间有关韩半岛政治外交安全领域研究的所有文章, 以这些文章建立数据库, 进行 定量分析。本文首先通过数据库找到十二个出现频率最高的主要研究主题, 并通过这十二大 研究主题的论文数量按照年份逐一分析, 可以直观地了解到目前中国学界韩半岛政治外交安 全领域的研究趋势和热点。此外, 为了能够更深入地了解中国学界对韩半岛政治外交安全领 域的研究现状, 本文同样统计出文章产量最多的前十家研究机构。这些机构的专家学者对韩 半岛问题进行了深入研究, 为我们提供了宝贵的见解, 围绕这十大研究机构及其专家学者进 行介绍与分析, 然后作为定量分析的补充, 还介绍了这十大研究机构之外的研究韩半岛政治 外交安全问题的专家学者, 由此可以较为全面的了解到当前中国学界韩半岛问题研究的学术 重镇。最后本文通过多个层面地定量分析得出几个有关近年来在中国学界出现的韩半岛研 究趋势的结论, 以期为下一阶段的韩半岛问题研究带来一定的参考, 增加韩中两国的相互了 解, 推动韩中两国学界的进一步交流与合作。",821
2024,"German Ordoliberalism in Policy Decision Making: A Comparison of Germany, the U.S. and Korea","Economic freedom was to be protected and guaranteed by a constitutional political order according to ordoliberal thinkers like Walter Eucken, Franz Böhm and Hans Grossmann-Doerth. The fundamental goal of ordoliberalism was and still is to limit discretionary policy-making by enshrining in the constitution open and rigorous regulations designed to restrain what these scholars view as democratic excess and its effects on decision-making. According to ordoliberalism, since legal rules and economic activity are mutually dependent, economic order is equivalent to legal order. For this reason it is crucial to understand who makes laws and how. Therefore Ordoliberal principles emphasize the role of government and legislation in creating order and creativity as well as how important these functions are to the market and society.
Although the modern state is not a sufficiently order-establishing power, Walter Eucken argued in his 1952 book Grundsätze der Wirtschaftspolitik that it might become one—but only with the help of science (Eucken 1952). Experts in law and economics are to advise decision-making processes. Their remit is broad: in addition to providing theoretical abstract knowledge they must address real-world economic issues and advise the government accordingly. This study delves into the U.S., Germany and Korea regarding the composition and duties of their respective economic decision-making councils, the Council of Economic Advisers (CEA), the Sachverständigenrat zur Begutachtung der gesamtwirtschafilichen Entwicklung (SVR) and the National Economic Advisory Council (NEAC), respectively. The results of this study indicate that the CEA exhibits low-independency, low-stability, and high-value-judgment. Conversely, high-independency, high-stability, and low-value-judgment are revealed by the SVR. Furthermore the NEAC exhibits low-independency, low-stability, and high-value-judgment. We conclude that the features of the rule-based and scientific SVR in Germany are largely shaped by German ordoliberalism.",2039
2024,論中國武俠小說“連環格”敘事策略的生成與表現(1919-1949),"현대 무협 소설 '연환격' 서사 방식의 출현은 중국 현대 문학 서사의 특수한 방식으로 현대 대중 문학의 글쓰기 양식에서 흔히 볼 수 있으며,문학의 상업화 경로와 밀접한 관련이 있다. 이 글은 중국 통속문학 연구의 맥락에서 구체적인 소설 텍스트 분석을 근거로 '연환격' 서사 전략의 근원, 의미 해석, 표현 형태 및 문화적 영향 등을 분석하여 '연환격' 서사 전략에 대한 서사학적 이론 구조를 구축한다.",224
2024,"Integrating Blockchain Technology into Accounting Systems: How to Implement, Benefits, and Case Studies","Blockchain technology, known for its transparency, security, and reliability, is reshaping industries by addressing data management challenges. In the accounting field, where accuracy and trust are paramount, blockchain provides opportunities for transformative change. This paper analyzes the potential of blockchain in accounting systems, presenting its fundamental principles, case studies, and challenges. Through a detailed examination of blockchain's applications and limitations, this study discusses how the technology can address issues in traditional accounting systems and forecasts its role in shaping the future accounting environment. Key findings include improvements in transparency, fraud prevention, and operational efficiency, balanced by the need for regulatory frameworks and stakeholder adaptation.",820
2024,Influence of game usage and VR game correlation between game usage and perceived satisfaction -Using data from the Korea Creative Content Agency-,"VR games using this technology are games enjoyed in an environment blocked from the outside through a dedicated device. The possibility of market expansion has increased as big tech companies such as Apple and Meta recently released high-resolution and price popularization HMD. Through this study, the higher the amount of use of the game, the greater the amount of VR game use. In addition, the higher the amount of game time, the higher the perceived satisfaction (continuous use intention, immersion, personal innovation, and perceived cost) of VR games.",558
2024,A study on the combination of fantasy and realism revealed in 〈Jibaro〉- focusing on the re-mediation theory of Bolter and Grusin,"〈Jibaro〉, one of the episodes of season 3 of Netflix's anthology animated series 〈Love, Death + Robot〉 and directed by Alberto Mielgo, made headlines at the time of its release for its great immersion and realism. However, it is difficult to say that 〈Jibaro〉 is a work aimed at realizing a photo-realistic image. This is because the director's unique art style is revealed throughout the artwork through the free expressive power of the animation medium. This study was conducted under the judgment that 〈Jibaro〉 is a work that achieves a unique achievement that shows surprising realism while also containing surreal and fantastic images at the same time, and that it is necessary to analyze the components constituting it. In addition, since criticism or research on 〈Jibaro〉 has rarely been conducted in Korea, this paper is expected to be more valuable. In this study, the components and directing methods of 〈Jibaro〉 were analyzed, focusing on the re-mediation theory of Bolter and Grusin. First, after closely examining the re-mediation theory of Bolter and Grusin, the form and direction of re-mediation described in the re-mediation theory were described. After that, the components of 〈Jibaro〉 were analyzed based on the re-mediation theory, and the way 〈Jibaro〉 combined realism and fantasy were analyzed. It is hoped that this study will be of great help to new media creators to effectively realize vivid and true experiences.",1439
2024,全球化背景下中韩美高等教育评价模式比较研究,"현대 세계화 시대에서 고등교육은 인재 양성 및 과학기술 혁신을 촉진하는 중요한역할을 맡고 있을 뿐만 아니라 국제 경쟁과 사회적 요구 변화 등 다양한 도전에 직면해있다. 그러나 세계 각국의 고등교육 체계가 지속적으로 발전하고 변화함에 따라 고등교육 평가 모델의 설계, 운영 메커니즘, 평가 지표 등에 있어 국가별로 차이가 존재하며, 동시에 일련의 공통된 도전과 문제에도 직면해 있다. 따라서 본 연구는 글로벌화 배경하에 중국, 한국, 미국 세 나라의 고등교육 평가 모델을 비교하고 참고하는 논의를 펼친다. 연구 결과, 중국의 고등교육 평가 모델은 주로 정부 주도, 대학 및 대중 참여 모델로나타났으며, 한국의 고등교육 평가 모델은 주로 정부 주도, 전문 평가 기관 평가, 민간기관과 시장의 힘이 공동으로 작용하는 모델로 나타났고, 미국의 고등교육 평가 모델은주로 정부 위임, 인증 기관 주도, 대학 자체 평가 모델로 나타났다. 연구 결과는 각국고등교육 기관 간의 경험 교류와 협력을 촉진하고, 글로벌 고등교육의 질적 향상과 공동 발전을 도모하는 데 목적이 있다",536
2024,Effectiveness of ChatGPT in Programming Education for Non-Computer Science Majors,"The rapid advancement of artificial intelligence (AI) technology offers groundbreaking changes in education. Generative AI models such as ChatGPT, with their natural conversational abilities, show significant potential for self-directed programming learning. This study examined the impact of using ChatGPT on learning outcomes in a Scratch course designed for non-computer science majors. The participants were divided into two groups: one using ChatGPT and the other not using it, and both groups underwent the same assessments. After conducting a survey with the group using ChatGPT, the results indicated that using ChatGPT significantly enhanced learning effectiveness. Specifically, ChatGPT proved highly effective in more complex learning areas, such as understanding advanced Scratch functions and algorithm learning. This study is significant as it empirically demonstrates the potential of generative AI like ChatGPT as an effective tool in programming education.",973
2024,"Long-term Study on the Relationship Between Ethical Commitment, Corporate Financial Performance, and Valuation of Korean Companies","In recent decades, various stakeholders such as shareholders, managers, owners, customers, employees, policymakers, and environmentally-conscious NGOs have increasingly sought to understand the correlation between organizational business ethics and financial performance as well as stock market valuation. Despite the significance of this relationship, limited studies have explored the long-term connection between corporate ethical commitment, corporate valuation, and financial performance. To address this gap, our study examines the relationship between the Ethical Commitment Index of Korean companies and their financial performance and valuation in the Korean stock market from 2001 to 2021.
BE data used in this study comes from two questionnaire surveys carried out in 2005 and 2015 on a sample of Korean companies. Since the data was collected using the same survey instrument, it is comparable for both research periods, which is necessary for a long-term analysis. We engaged a major research firm to conduct the surveys to minimize potential collection bias. For consistency, we used the same research firm in 2005 and 2015 and maintained a consistent data format across both periods. Given that our research question examines the relationship between business ethics and corporate valuation, we selected publicly traded companies with extended trading histories in the stock market.
Our findings reveal a significant positive relationship between corporate ethical commitment and valuation on the KRX. Our findings bring meaningful insights to managers as well as various groups of stakeholders. In addition, the empirical analysis findings of this study confirm the logic of good management theory, and the more ethical activities & commitment a company engages in, the more outsider investors take this as a positive signal into stock market. Since the results of this study are consistent with the findings of the 2005 research, it was confirmed that the degree of ethical commitment of companies is meaningfully working as positive information to the stock market. This study provides meaningful insights and limitations for the empirical analysis results.",2175
2024,Anatomy and Histology of the Olfactory Organ of Asian Swamp Eel Monopterus albus,"The anatomy and histology of the olfactory organ of Monopterus albus was investigated using stereo microscopy, light microscopy, and scanning electron microscopy. The external structure of the olfactory organ exhibited closed anterior and posterior nostrils parallel to the skin surface.
The interior structure consisted of a pipe-like chamber, and lower and upper accessory nasal sacs. The olfactory chamber was composed of the sensory and non-sensory epithelium, and an unidentified organ. The sensory epithelium of the pseudostratified epithelial layer was composed of olfactory receptor neurons, supporting cells, basal cells, and lymphatic cells; and the non-sensory epithelium of the stratified squamous layer contained stratified epithelial cells and mucous cells with acidic mucopolysaccharides. The presence of intraepithelial blood capillaries and abundant dermal vascularization in the sensory epithelium of the olfactory chamber may provide strong histological evidence that respiration occurs through the olfactory epithelium.",1039
2024,A Methodology for Teaching Corpus-Based English Vocabulary to Korean College Learners,"Objectives The purpose of this study is to explain and introduce a methodology of teaching and learning corpus-based English vocabulary to Korean college students.
Methods A total of fifty-five students were divided into two groups. The control group included twenty-eight subjects and they took vocabulary lessons in the traditional method. The experimental group had twenty-seven learners and they did corpus-based vocabulary exercises. They were all female students. During one semester, the two groups studied all the same content and amount of target vocabulary, but they practiced two different types of vocabulary exercises at the beginning of the lessons. Four instruments were used to collect data from the learners: vocabulary tests, grammar tests, questionnaires and self-reports.
Results The result in this study showed that the two groups achieved significantly better scores in post vocabulary and grammar tests. Furthermore, the experimental group did better than the control group in grammar. Through questionnaires and self-reports, the students shared various feelings and opinions of the two classes after lessons. They expressed positive opinions and feelings about learning English and favoured the idea of studying vocabulary with self-reports. Some students felt the class was too easy.
Conclusions This research suggests an effective method for teaching corpus-based vocabulary. It also states the limitations of the study and has implications in TESOL for Korean College learners as they study the lexis.",1529
2024,A Case study on improvement of ICE syndrome using Ortho-Cellular Nutrition Therapy (OCNT),"Objective: A Case study on improvement of ICE syndrome through the use of OCNT.
Methods: OCNT was performed on a 45-year-old Korean female who had difficulty in opening the eyes widely due to painful and xerophthalmias, and suffered inconvenience in daily life due to myodesopsia.
Results: After the implementation of OCNT, the intraocular pressure (IOP) level was restored to normal, and the pain, dryness and myodesopsia symptoms were alleviated. This resulted in improvement in depressive symptoms and quality of life.
Conclusion: For patients suffering from problems such as elevated intraocular pressure, myodesopsia, and xerophthalmia, OCNT can be helpful in improvement and treatment of symptoms.",703
2024,Factors Influencing Social Media Purchases among Uzbekistan Consumers: A Focus on Korean Brands,"Drawing on the theory of planned behavior, this study examines factors influencing Uzbekistan consumers’ purchase intentions for Korean brands on social media. The data were collected via a structured questionnaire. The relationships among the variables were analyzed using multiple regression techniques in the Statistical Package for the Social Sciences (SPSS).
Our results indicate that favorable views of social media advertising, appealing and engaging platforms, social pressure from significant others, and perceived behavioral control positively influence Uzbek consumers’ purchase intentions for Korean brands.
By identifying important factors that influence social media users’ purchase intentions for foreign brands in the context of a Central Asian country, the findings contribute to the international business literature. This study also provides practical insights for global marketing managers on effectively leveraging social media to influence consumers in emerging markets.",992
2024,Exploring Cross-Cultural Experience in Didactic Early Childhood Music Education: A Case Study in Indonesia-Germany,"Music education for young children in Indonesia often lacks a thorough, student-centered approach.
In contrast, Germany has long used didactic methods to teach music effectively to children. This article presents a qualitative case study comparing early childhood music education in Indonesia and Germany. Data were collected through direct observations in three educational institutions and semi-structured interviews with two German experts in early childhood music education. The findings revealed that there are different cross-cultural experiences of music learning in Indonesia and Germany in terms of cultural context, music education system, technical approach, community performance and collaboration. Seen from its characteristics, music education didactical learning approach is suitable and promising to be implemented in Indonesia. Furthermore, it is evident there is a need to balance teacher-centered and students-centered learning, in order to better address students' individual needs while maintaining the crucial role of teachers. Exploring early childhood music education methods in Germany can inspire educators and policymakers in Indonesia to develop a more diverse and inclusive approach to early childhood music education. This approach should integrate children's needs and interests and support the development of creativity and various abilities.",1374
2024,A Study on the Development of Future Corporate Value Forecasting Classifier Reflecting ESG Information,"Companies above a certain size that operate globally are showing increasing commitment to ESG (environmental, social, and governance) activities. The main goal of this study is to design a model that can predict future corporate value based on ESG score data. To this end, this study compares the predictions of the basic future corporate value prediction model on which previous studies have been based and those of the future corporate value prediction model proposed herein that includes ESG ratings. For a more rigorous analysis that obtains more comprehensive results, the current study presents results using five machine learning methods: CatBoost, Extra Trees, LGBM, Random Forest, and Gradient Boost. These results indicate that models that encompass ESG data consistently outperform models that do not encompass ESG data in terms of predicting future corporate value. This paper is characterized by its use of an interdisciplinary research methodology that uniquely introduces machine learning techniques, which are rarely used for empirical analysis in the financial and accounting fields. This innovative and futureoriented research method is expected to inspire subsequent scholars in these domains and others in which machine learning techniques are not typically used.",1283
2024,"Customer engagement behavior on restaurant brands’ social media pages -Effects of constraints, motivations, and negotiations-","오늘날 소셜 미디어 브랜드 페이지는 적극적인 고객 참여 행동 강화를 통해 가치 공동창출의 목적으로 대부분의 레스토랑 브랜드에서 활용하고 있는 마케팅 플랫폼으로 여겨지고 있다. 그러나 소셜 미디어 사용자들의 실제 브랜드 페이지 참여도는 매우 낮은 것이 현실이다. 이러한 수동적 참여 행동을 고려하여, 본 연구에서는 기존 문헌에서 주로 살펴본 동기요인 뿐만 아니라 제약요인의 영향을 조사하여 연구 격차를 줄이고자 시도하였다. 더 나아가, 제약-효과-완화 프레임워크를 바탕으로 협상 요인의 매개 역할을 확인하고자 하였다. 결과적으로, 1)제약은 고객 참여행동에 부정적 영향을 미쳤고, 동기는 긍정적 영향을 미쳤으며, 2)제약과 동기 모두 고객의 협상 전략을 자극하는 것으로 나타났고, 3)협상 전략이 동기 및 제약의 고객 참여 행동에 대한 효과를 매개함을 발견했다. 즉, 본 연구의 결과는 레스토랑 브랜드 페이지에서의 고객 참여 행동을 이해함에 있어 제약과 동기 요인의 중요성을 확인하고, 협상 전략이 참여 행동에 미치는 영향을 강조하고 있다. 본 연구는 고객의 활발한 참여를 유도하기 위해 동기 부여적 활동이 필수적이지만, 동시에 참여를 방해할 수 있는 다양한 제약 요인들을 중요하게 고려해야 함을 제시한다. 더불어 참여 제약이 높아질수록 협상의 역할이 중요하게 작용한다는 새로운 이론적 시각을 제공한다.",672
2024,Analysis of Cross-Cultural Marketing Strategies for K-pop Music in China in the Post-Pandemic Era,"With the rapid spread and influence of COVID-19, the Korean cultural content industry has been changed significantly. The face-to-face content consumption has declined rapidly, followed by a surge in non-contact consumption. Previous studies have demonstrated the competitiveness of Korean pop music(K-pop) in cross-cultural marketing communication. Still, there is a lack of quantitative research on which strategies have led to the success of K-pop. This study identified 9 factors that influenced K-pop intercultural marketing strategy and determined their importance through hierarchical analysis(AHP: Analytic Hierarchy Process). Based on the result of AHP analysis, the analysis identifies four key strategies with the highest importance: topic marketing, secondary content creation, cross-border marketing and online signing. By analyzing and diagnosing these four strategies from multiple levels and perspectives, the article proposes improvements to cross-cultural marketing communication strategies by fan-oriented and marketoriented. This study provides a reference for the K-pop related companies in Korea to make the cross-cultural marketing strategies in Chinese market.",1184
2024,A Study on the Relationship Between Korean Sports Apparel Foreign Trade and Economic Growth Based on VAR Model,"With the accelerating process of global integration and deepening international division oflabor, foreign trade, as one of the three economic drivers, plays an increasing role in promotingthe economic growth of a country and a region. Based from the existing research results, mostdomestic and foreign scholars agree that exports and imports enhance the economic growth.
On the other hand, there is a need to further study the interaction between foreign trade andeconomic growth.
In this regard, this paper selected South Korean sports apparel as the research subject.
Primarily, the mechanism and conditions of foreign trade that promote economic growth wereintroduce. Then, the current situation of South Korean sports apparel foreign trade andeconomic development were analyzed. Furthermore, the long-term equilibrium relationship andshort-term dynamic change rule between trade and economic growth were studied byestablishing VAR model and utilizing a series of normative econometric analysis methods suchas ADF one-unit root test, Johansen Cointegration test, Granger causality test, impulseresponse function analysis, and variance decomposition.
Accordingly, the paper made recommendations on how to rapidly develop and improve thesports apparel industry of South Korea. It is of great significance to ensure the sustainable,rapid, and healthy development of the economy, and thus, this paper conducted a study on theinteraction between foreign trade and economic growth.",1478
2024,A Study on the Effectiveness of the Venture Capital Market Intervention Policy: The Case of the South Korean Government,"This study aims to empirically examine the role of government intervention in the venture capital environment in South Korea. The study conducted a literature review on government interventions in the venture capital ecosystem. For empirical analysis, annual data from the Korea Venture Capital Association and the Korea Fund of Funds from 2004 to 2021 were analyzed using time-series statistical methods and macroeconomic analysis. The literature indicates that government policy intervention in the venture capital ecosystem can be divided into direct, indirect, and temporal approaches. The direct approach includes both direct and indirect government investments. The case study shows that the Korean government primarily engages in indirect investment in private venture capital funds. The time-series analysis found that early-stage investments increased with a higher proportion of early-stage investment funds and preferred stock investments, whereas an increase in total venture fund formation led to a decrease in early-stage investments. Based on the findings from the case studies and empirical analysis, policy recommendations for indirect government intervention were proposed.",1191
2024,Mutual Fund Investments and Labor Investment Efficiency : Evidence from Korea,"[Purpose]This paper examines the effects of mutual fund investments on labor investment efficiency and explores the potential mechanisms that alter a firm’s investment decisions：a firm’s internal cash flows and their affiliation with mutual funds.
[Methodology]We use a sample of Korean firms that were publicly traded between 2008 and 2016 in estimating the effect of mutual fund investments on labor investment efficiency by OLS regression. Propensity score matching and Heckman two－stage regression techniques are used to alleviate endogeneity issue.
[Findings]We found that mutual fund investments increase the efficiency of labor investments by inhibiting underinvestment behavior. Furthermore, additional analyses showed that the positive influence of mutual fund monitoring is stronger for firms that lack internal funds and in cases in which the mutual funds and firms belong to the same business group.
[Implications]This study contributes to the corporate governance literature on the role of institutional investors and extends the prior literature on the determinants of labor investment efficiency.",1111
2024,Etiology and Outcomes of Patients with Extreme Hyperbilirubinemia in Korea: A Retrospective Cohort Study,"Background/Aim: Extreme hyperbilirubinemia is occasionally observed in intensive care unit (ICU) and non-ICU settings. This study examined the etiologies of extreme hyperbilirubinemia (bilirubin level ≥12 mg/dL) and the factors associated with the 30-day mortality.
Methods: This retrospective observational cohort study identified 439 patients with extreme hyperbilirubinemia at the Gyeongsang National University Changwon Hospital between 2016 and 2020. The patients were classified into three groups and 11 diseases according to their etiology. The risk factors associated with 30-day mortality at the baseline were investigated using the Cox proportional hazards model.
Results: Of 439 patients with extreme hyperbilirubinemia, 287, 78, and 74 were in the liver cirrhosis/malignancy group, the ischemic injury group, and the benign hepatobiliary-pancreatic etiological group, respectively, with corresponding 30-day mortality rates of 42.9%, 76.9%, and 17.6%. The most common disease leading to hyperbilirubinemia was a pancreatobiliary malignancy (28.7%), followed by liver cirrhosis (17.3%), hepatocellular carcinoma (10.9%), and liver metastases (8.4%). The etiologies of hyperbilirubinemia, obstructive jaundice, infection, albumin level, creatinine level, and prothrombin time-international normalized ratio were independently associated with the 30-day mortality.
Conclusions: This study suggests three etiologies of extreme hyperbilirubinemia in the ICU and non-ICU settings. The prognosis of patients with extreme hyperbilirubinemia depends largely on the etiology and the presence of obstructive jaundice.",1618
